AccountId,Account_Display_Name,Current_Tier_v1,Current_Tier_v2,tier_v3,Composite_Score,Revenue_Current,Revenue_Lifetime,Tickets_Current,Years_Loyalty
664,Gordon's School Development Office,Key Account,Tier 1,Tier 1,1.35,2235.87,14693.41,8207,9
6646,Drama CVMS,Tier 3,Tier 4,Tier 4,47.97,96.88,204.38,188,3
6650,BLENNERHASSET & BAGGROW VILLAGE HALL,NIL,Nil,Nil,,0.0,47.04,0,3
6651,Y5 Prep Parents,NIL,Nil,Nil,,0.0,74.3,0,1
6653,Kathryn Cleary,NIL,Nil,Nil,,0.0,0.0,0,2
6654,Sandiacre Town CC,Tier 4,Tier 3,Tier 3,21.59,358.38,682.1,690,5
6655,MJ's Back to the 70's & 80's,NIL,Nil,Nil,,0.0,0.13,0,1
6657,The Flower Bowl Entertainment Centre,NIL,Nil,Nil,,0.0,29.71,0,1
6658,South Brent Amateur Dramatic Society,NIL,Nil,Nil,,0.0,0.0,0,1
6659,Worcester Community Trust,NIL,Nil,Nil,,0.0,145.89,0,2
666,Family Business United,NIL,Nil,Nil,,0.0,63.75,0,2
6660,Oya Tabag,NIL,Nil,Nil,,0.0,100.0,0,1
6661,SarahAfram0411,NIL,Nil,Nil,,0.0,4.67,0,1
6665,Caerau Ely Sports Trust,Tier 4,Tier 3,Tier 3,19.16,399.96,1372.54,1288,3
6666,Channing0,NIL,Nil,Nil,,0.0,177.21,0,1
6668,Chippenham World Scout Jamboree Group,NIL,Nil,Nil,,0.0,42.17,0,2
6675,Rowsley Panto,NIL,Nil,Nil,,0.0,101.58,0,2
6676,Stourport Baptist Church,NIL,Nil,Nil,,0.0,33.46,0,2
6678,Yann Fayad,NIL,Nil,Nil,,0.0,132.71,0,2
6681,Whitgift Charities Committee,Tier 3,Tier 4,Tier 4,35.02,149.58,482.0,359,4
6683,Icknield Primary School,NIL,Nil,Nil,,0.0,0.0,0,2
6687,Porthtowan Village  hall,Tier 1,Tier 5,Tier 5,82.62,6.0,50.13,18,4
6692,Stadium Experience,NIL,Nil,Nil,,0.0,0.0,0,1
6693,Putney High School,High Value,Tier 2,Tier 2,9.01,859.63,2857.75,2911,5
6695,Marshmallow Dreams Cafe,Tier 2,Tier 5,Tier 5,61.06,39.62,152.75,85,4
6697,Old Bancroftians' Association,Tier 3,Tier 4,Tier 4,34.41,166.41,377.24,84,5
67,Synergia Coaching,NIL,Nil,Nil,,0.0,262.28,0,2
670,LEAF (OPEN FARM SUNDAY),NIL,Nil,Nil,,0.0,12.08,0,3
6704,SENstation,NIL,Nil,Nil,,0.0,181.9,0,2
6705,Newry City Tours,NIL,Nil,Nil,,0.0,5.25,0,1
671,Marr Musical Theatre,NIL,Nil,Nil,,0.0,335.62,0,2
6710,Laudamus Chamber Choir,NIL,Nil,Nil,,0.0,29.92,0,2
6712,Hampstead Chorus,Tier 4,Tier 3,Tier 3,20.09,306.71,1185.25,344,5
6713,RGS Guildford Events,Key Account,Tier 2,Tier 2,9.55,829.92,2503.67,5572,5
6714,Long Eaton RFC,NIL,Nil,Nil,,0.0,531.63,0,3
6715,Ashford Concert Band,Tier 2,Tier 5,Tier 5,70.18,20.54,113.33,36,4
672,Pick Everard,NIL,Nil,Nil,,0.0,142.96,0,2
6723,Brynnau Primary PTA,NIL,Nil,Nil,,0.0,137.5,0,3
673,Neil Dennis,NIL,Nil,Nil,,0.0,4.0,0,3
6737,The AMC,NIL,Nil,Nil,,0.0,57.25,0,2
676,Ampleforth Abbey Trading Ltd,High Value,Tier 2,Tier 2,4.85,1891.31,3974.39,242,5
677,Uncle Henry's,NIL,Nil,Nil,,0.0,4.0,0,2
6777,PiBlu Technologies Limited,Tier 4,Tier 3,Tier 4,24.22,250.95,858.64,174,5
6778,The Fellside Flower Company,Tier 3,Tier 4,Tier 4,40.62,144.42,222.88,79,4
678,NORTHFIELD FARM,NIL,Nil,Nil,,0.0,0.0,0,3
6782,Michael wells,NIL,Nil,Nil,,0.0,9.0,0,1
6784,The Stage Bloxburg,NIL,Nil,Nil,,0.0,0.0,0,1
6785,Ss Aidan & Oswald's RC Sacramental Programme,NIL,Nil,Nil,,0.0,0.0,0,2
6787,Sherborne School (Leisure) Ltd (STR),Tier 3,Tier 4,Tier 4,42.76,83.75,625.62,139,3
6789,Preston Cecilian Choral Society,Tier 2,Tier 5,Tier 5,67.29,32.29,79.25,44,5
679,HH Corbett & Son Rectory Farm  Epwell,NIL,Nil,Nil,,0.0,0.0,0,1
6796,Hingham Bowmen,Tier 3,Tier 4,Tier 4,48.69,71.08,255.58,124,5
6797,Pebbles & Treasures,Tier 4,Tier 3,Tier 4,24.7,236.56,932.87,417,5
68,MTGS Admissions,NIL,Nil,Nil,,0.0,437.42,0,5
680,Cockerham Goats,NIL,Nil,Nil,,0.0,0.0,0,1
6800,Sheela Hobden,NIL,Nil,Nil,,0.0,9.54,0,1
6805,Towcester Young Farmers,Tier 2,Tier 5,Tier 5,61.37,49.83,117.46,102,3
6809,HMVCG,Tier 2,Tier 5,Tier 5,70.48,17.58,112.78,41,5
6810,New Dance Scopes,NIL,Nil,Nil,,0.0,0.0,0,1
6812,marlena kotzknecht,NIL,Nil,Nil,,9.0,109.92,3,3
6818,Diazo Cosmetics,NIL,Nil,Nil,,0.0,44.0,0,2
6819,Christmas Doo,NIL,Nil,Nil,,0.0,0.0,0,3
6820,Bombast34,NIL,Nil,Nil,,0.0,0.0,0,1
6821,Gateways Parents & Friends Association,Tier 2,Tier 5,Tier 5,56.45,53.96,168.33,25,4
6822,Stonyhurst College,NIL,Nil,Nil,,0.0,0.0,0,1
6827,Semley Village Hall Club 2,Tier 2,Tier 5,Tier 5,57.58,37.67,237.46,86,5
683,BLACKBIRD FARMING,NIL,Nil,Nil,,0.0,0.0,0,1
6831,Creative Image Studio,NIL,Nil,Nil,,0.0,512.53,0,4
6833,LinPetryNutrition,NIL,Nil,Nil,,0.0,21.21,0,2
6835,Galloway's,NIL,Nil,Nil,,0.0,149.72,0,4
6837,Noel Baker Academy,NIL,Nil,Nil,,0.0,543.17,0,1
684,MARR COLLEGE OPEN DAY,NIL,Nil,Nil,,0.0,2.54,0,1
6842,Jeremy Shires,NIL,Nil,Nil,,0.0,194.21,0,3
6844,Young Bristol,NIL,Nil,Nil,,0.0,76.71,0,2
6845,St Leonards Drama Department,NIL,Nil,Nil,,0.0,0.0,0,3
6846,All Saints Primary School PTA,Tier 4,Tier 4,Tier 4,30.18,210.14,444.43,811,5
6848,Oxford Plastic Surgery Consultants Club,NIL,Nil,Nil,,0.0,33.0,0,2
6849,Trojan Explosion,Tier 3,Tier 4,Tier 5,48.24,80.71,240.77,149,4
685,Nonington Farms,NIL,Nil,Nil,,0.0,0.0,0,1
6850,St Augustine’s Events,Tier 3,Tier 4,Tier 4,33.21,201.17,302.72,184,5
6852,SWPS,NIL,Nil,Nil,,0.0,111.96,0,4
6853,Rotary in Alloway,NIL,Nil,Nil,,0.0,114.58,0,1
6855,Cumbria Opera Group,Tier 4,Tier 2,Tier 3,10.39,1037.75,1757.5,1078,4
6856,Pit Farm Tennis Club,NIL,Nil,Nil,,0.0,96.5,0,2
6857,Avon Scouts Hillwalking Unit,NIL,Nil,Nil,,0.0,0.0,0,1
6859,Account Deleted,NIL,Nil,Nil,,0.0,81.67,0,2
686,St Paul's Juniors Parents Group,NIL,Nil,Nil,,0.0,379.71,0,2
6861,Excelsior Academy,Tier 3,Tier 5,Tier 5,51.12,54.46,368.17,247,4
6866,dummy,NIL,Nil,Nil,,0.0,0.0,0,1
6867,Trust House Lancs,NIL,Nil,Nil,,0.0,158.59,0,2
687,Corra Foundation,NIL,Nil,Nil,,0.0,0.0,0,1
6871,Grimsby Auditorium (LIVE),NIL,Nil,Nil,,0.0,0.0,0,1
6873,The Stormont Parents' Association,Tier 4,Tier 3,Tier 3,18.06,339.33,1473.37,1110,5
6874,MHSF Development Office,NIL,Nil,Nil,,0.0,399.75,0,3
6876,Anya Abdulakh,NIL,Nil,Nil,,0.0,107.5,0,2
6877,Ferry Blend,Tier 3,Tier 5,Tier 5,55.62,50.71,201.67,125,4
6878,Mark Lively,NIL,Nil,Nil,,0.0,198.63,0,2
6879,BCU Pakistan Society,NIL,Nil,Nil,,0.0,65.42,0,1
688,1st Malden Scouts,NIL,Nil,Nil,,0.0,3.11,0,1
6883,FOYM,Tier 3,Tier 4,Tier 4,45.97,71.17,452.43,188,4
6886,ava gallery,NIL,Nil,Nil,,0.0,16.13,0,1
6888,S9 Reps,NIL,Nil,Nil,,0.0,37.37,0,1
6889,ESRM Supporters Club,NIL,Nil,Nil,,0.0,120.5,0,2
6891,TR Owners Club Ltd t/a TR Register,NIL,Nil,Nil,,0.0,5937.1,0,1
6895,Sittingbourne FC,NIL,Nil,Nil,,0.0,642.54,0,2
6899,St Andrews Coastal Rowing Club,NIL,Nil,Nil,,0.0,0.0,0,1
69,Merchant Taylors Girls School,NIL,Nil,Nil,,0.0,15.08,0,2
690,Bird College Graduation Ball,NIL,Nil,Nil,,0.0,430.33,0,1
6900,Cumbria Rural Academy CIC,Tier 4,Tier 4,Tier 4,29.19,164.92,922.83,270,5
6902,St Margaret's School,High Value,Tier 3,Tier 3,14.71,488.03,1531.71,2530,5
6906,North East VA Conference,NIL,Nil,Nil,,5.13,256.0,1,4
6908,Oak Grove College,Tier 4,Tier 3,Tier 3,23.83,271.82,790.11,821,5
691,GWC93,NIL,Nil,Nil,,0.0,56.38,0,1
6911,Leavenheath Events,NIL,Nil,Nil,,0.0,2.63,0,1
6913,Oakwood,NIL,Nil,Nil,,0.0,0.0,0,1
6914,Marie Curie Scotland,Tier 4,Tier 3,Tier 4,23.47,288.25,743.29,120,5
6916,Dragon School,High Value,Tier 4,Tier 4,41.2,116.92,266.54,2934,5
6919,Wellbeing at Garon Park,Tier 4,Tier 4,Tier 4,27.48,174.96,1300.01,586,4
6920,Creative Creations Essex,NIL,Nil,Nil,,0.0,20.71,0,1
6921,Kirkby Lonsdale CIC,NIL,Nil,Nil,,0.0,0.0,0,1
6923,Stagecoach Market Harborough,NIL,Nil,Nil,,0.0,72.0,0,1
6924,GrapeFriends,NIL,Nil,Nil,,0.0,12.08,0,1
6927,HSTAR Scotland (SC051334),NIL,Nil,Nil,,0.0,0.29,0,1
6928,Halton Farnworth Hornets,NIL,Nil,Nil,,0.0,36.5,0,1
6933,MAD Group Malborough,Tier 4,Tier 2,Tier 2,7.22,1057.63,3472.75,1927,5
6934,LCDP,Tier 3,Tier 4,Tier 4,40.66,108.54,398.06,119,4
6936,Carnforth Town Council,Tier 4,Tier 3,Tier 4,26.21,247.08,625.84,924,5
6937,RestoreYou / WhatsEatingYou,NIL,Nil,Nil,,0.0,57.71,0,2
6938,RSPCA Westmorland Branch,Tier 4,Tier 3,Tier 3,22.39,284.22,1122.81,454,4
6941,Aldwickbury School,Tier 4,Tier 4,Tier 4,28.91,209.52,544.12,645,5
6942,Oysterboat Terror,NIL,Nil,Nil,,0.0,0.0,0,1
6947,Planet Phizzog,NIL,Nil,Nil,,0.0,148.0,0,2
695,Nottingham Chamber Music Festival,Tier 3,Tier 4,Tier 4,29.92,147.08,837.84,217,8
6951,Seafordheadschool,Tier 4,Tier 3,Tier 3,12.62,602.37,1746.21,1044,5
6956,Jane's Training Dashboard,NIL,Nil,Nil,,0.0,0.62,0,2
6957,The Cookery School at MSJ,NIL,Nil,Nil,,0.0,72.23,0,2
6958,Raise Events,NIL,Nil,Nil,,0.0,92.5,0,2
6960,Scout Adventures,NIL,Nil,Nil,,0.0,0.0,0,1
6961,Chase Swimming Club,NIL,Nil,Nil,,0.0,535.43,0,3
6965,Hurlingham School,NIL,Nil,Nil,,0.0,0.0,0,2
6967,Kendal Rocks,NIL,Nil,Nil,,0.0,386.98,0,4
6968,King's House Nursery,Tier 3,Free,Free,,0.0,0.0,218,5
697,River Croft - Open Farm Sunday 2018,NIL,Nil,Nil,,0.0,0.0,0,2
6971,Raise your Voice,NIL,Nil,Nil,,0.0,177.75,0,2
6972,Hexham Holiday Club,Tier 3,Free,Free,,0.0,0.0,130,5
6973,VIP Travel Team,Tier 4,Tier 2,Tier 3,10.27,923.88,1601.88,328,5
6976,Year 7 class of 2029,NIL,Nil,Nil,,0.0,96.08,0,2
6979,The Aidan Woodcock Charitable Trust,Tier 4,Tier 5,Tier 5,51.91,64.15,198.32,717,5
6981,Finton House School,NIL,Nil,Nil,,0.0,0.0,0,2
6987,Harrow School Enterprises Ltd,NIL,Nil,Nil,,0.0,0.0,0,3
6988,Rushden Academy,Tier 4,Tier 2,Tier 3,11.71,666.71,1932.62,1760,5
6993,Halliford School,Tier 4,Tier 2,Tier 2,7.54,1050.72,3107.93,1782,5
6997,La Di Da Society,High Value,Tier 2,Tier 2,6.95,1249.58,4407.35,1984,4
6999,League Nzango Sport UK,NIL,Nil,Nil,,0.0,2.71,0,2
7,Sedbergh School Foundation,Tier 4,Tier 2,Tier 3,9.58,522.12,3609.94,147,13
70,Positive Schools,NIL,Nil,Nil,,0.0,13.32,0,1
700,Countess of Brecknock Hospice Trust,Tier 3,Tier 4,Tier 4,28.53,153.92,958.74,365,8
7000,Dimension Creative,NIL,Nil,Nil,,0.0,0.0,0,1
7002,Bowness Bay Brewing,NIL,Nil,Nil,,0.0,283.5,0,3
7005,Sherborne School (STR),NIL,Nil,Nil,,0.0,357.5,0,2
7006,Sherborne School (Trading) Ltd (STR),Tier 3,Tier 4,Tier 4,43.98,117.5,200.62,193,4
7008,Laura Gibson,Tier 2,Free,Free,,0.0,22.38,122,3
7009,THMSF,NIL,Nil,Nil,,0.0,42.5,0,1
7011,Little Common school,Tier 3,Tier 5,Tier 5,67.55,12.0,370.37,49,3
7012,Marple Hall School,NIL,Nil,Nil,,0.0,124.08,0,2
7016,Ellen Wilkinson School,Tier 3,Tier 5,Tier 5,56.57,82.37,113.96,237,2
702,The Treatment Space,NIL,Nil,Nil,,0.0,2.71,0,1
7020,Sandy Secondary School,Tier 4,Tier 3,Tier 3,18.89,355.67,1125.57,945,5
7024,61st Croydon Scouts,Tier 2,Tier 5,Tier 5,64.53,41.27,108.73,86,3
703,Felcourt Farm,Tier 4,Free,Free,,0.0,0.0,449,3
7039,St. Joseph's Catholic Primary School,NIL,Nil,Nil,,0.0,0.0,0,3
704,The MintWorks,NIL,Nil,Nil,,0.0,0.0,0,1
7042,Unique Ladies South Lakes,NIL,Nil,Nil,,0.0,196.79,0,4
7044,St Paul's CE Primary School,Tier 4,Tier 3,Tier 3,15.53,440.31,1516.54,1420,5
7047,Abha Agarwal,NIL,Nil,Nil,,0.0,8.0,0,1
705,Asney Park Farm,NIL,Nil,Nil,,0.0,0.0,0,1
7054,Mainspring!,Tier 2,Tier 5,Tier 5,59.08,50.62,112.5,81,5
7055,Eastwick Schools,Tier 4,Free,Free,,0.0,0.0,1963,5
7057,Amnesty Central England,NIL,Nil,Nil,,0.0,41.17,0,2
7059,Grasmere Players,Tier 3,Tier 4,Tier 4,33.56,157.62,472.88,273,5
706,Dramarama,NIL,Nil,Nil,,0.0,55.47,0,1
7062,The Park Garden Trail,Tier 4,Tier 3,Tier 3,14.73,765.64,2219.01,1851,2
7064,Mill Hill School - Tom's Tours and Talks,Tier 3,Free,Free,,0.0,0.0,293,4
7065,PrimaGrand 2022,NIL,Nil,Nil,,0.0,52.17,0,1
7066,Kingswood Pantomime,NIL,Nil,Nil,,0.0,85.25,0,1
7067,The Scrapyard Fighting Championship,NIL,Nil,Nil,,0.0,0.33,0,1
7068,The Utopia Frequency,Tier 3,Tier 4,Tier 4,30.12,179.38,621.88,286,5
7069,bsh,NIL,Nil,Nil,,0.0,0.0,0,2
707,Isle of Man Wind Orchestra,NIL,Nil,Nil,,0.0,61.02,0,3
7070,Merton Junior School,NIL,Nil,Nil,,0.0,0.0,0,1
7076,Account Deleted,NIL,Nil,Nil,,0.0,24.21,0,2
708,Goose Meadow Farming Limited,NIL,Nil,Nil,,0.0,0.0,0,1
7080,Sutton High School GDST,High Value,Tier 2,Tier 2,10.81,820.08,2293.92,4785,4
7081,Liam Munro,NIL,Nil,Nil,,0.0,53.83,0,2
709,Digital Lancashire,NIL,Nil,Nil,,0.0,0.0,0,1
7090,Bancroft's School,NIL,Nil,Nil,,0.0,0.0,0,1
7094,Megacon Carlisle,Tier 3,Tier 5,Tier 5,53.65,66.12,199.98,185,3
7096,Carry Hornby,NIL,Nil,Nil,,0.0,0.5,0,1
7099,Raphael Kaye,NIL,Nil,Nil,,0.0,0.0,0,1
71,Radiopedia Events,NIL,Nil,Nil,,0.0,424.62,0,3
7101,Vinehall Boarding,Tier 1,Free,Free,,0.0,0.0,20,4
7104,Phoenix Railway Club,Tier 3,Tier 4,Tier 4,48.42,64.79,385.07,278,4
7109,Mill Hill School Drama Department ,High Value,Tier 5,Tier 5,61.15,61.67,61.67,2393,5
711,Islwyn High School - Beauty and the Beast,NIL,Nil,Nil,,0.0,337.65,0,2
7111,Royal Russell School,Tier 4,Free,Free,,0.0,0.0,1275,5
7115,TheValleySchoolsTrustBookings,NIL,Nil,Nil,,0.0,0.0,0,1
7117,Titan Fitness - Kids & Teens,NIL,Nil,Nil,,0.0,0.0,0,1
7124,Reddiford School,NIL,Nil,Nil,,0.0,0.0,0,1
7126,The Old Bank,Tier 3,Tier 4,Tier 4,38.39,137.6,341.6,207,4
7127,Reading School Parent Association,Tier 3,Tier 4,Tier 4,36.41,133.0,413.96,405,5
7128,Inverness Athletic Football Club,NIL,Nil,Nil,,0.0,202.42,0,2
7130,Irlam Vale AFC,Tier 3,Tier 5,Tier 5,64.66,24.45,231.08,339,3
7133,Tetyana Zahrebelna,NIL,Nil,Nil,,0.0,83.21,0,2
7136,Bournemouth Writing Festival,Tier 4,Tier 3,Tier 3,15.39,429.88,1629.11,288,5
7139,NWEEG,Tier 3,Tier 5,Tier 5,69.28,28.67,82.92,233,4
7140,NCRW,NIL,Nil,Nil,,0.0,2.37,0,1
7149,Friends of HWCE School,Tier 3,Tier 4,Tier 4,43.18,98.68,334.6,351,4
7154,Mountain Services,NIL,Nil,Nil,,7.62,152.0,1,3
7158,UK & Ireland Events LTD,NIL,Nil,Nil,,0.0,348.25,0,2
7159,Gosford Hill School,Tier 2,Free,Free,,0.0,0.0,100,4
7161,Space 2 Talk,Tier 3,Tier 5,Tier 5,59.93,36.73,174.47,240,5
7171,Lakeland Store Windermere,NIL,Nil,Nil,,0.0,0.0,0,1
7173,Stine hospitality Ltd @Stockyard,NIL,Nil,Nil,,0.0,135.88,0,2
7174,The Libertine,NIL,Nil,Nil,,0.0,25.46,0,1
7176,FYA Festival,NIL,Nil,Nil,,0.0,939.46,0,1
7181,Marie Curie Research Conference 2023,NIL,Nil,Nil,,0.0,67.37,0,2
7183,Simply Ballroom,Tier 4,Tier 4,Tier 4,29.92,163.52,812.15,97,5
7189,North Devon Homes,Tier 4,Free,Free,,0.0,0.0,1013,4
719,Ric Caunce,NIL,Nil,Nil,,0.0,75.0,0,4
7198,Hidden Treasure Ltd,NIL,Nil,Nil,,0.0,2.21,0,2
72,Haberdashers' School for Girls Box Office,High Value,Tier 1,Tier 2,3.6,1151.37,6936.45,3634,11
720,Colyton Grammar School Parents' Association,NIL,Nil,Nil,,0.0,26.82,0,1
7206,The Walker Ground,NIL,Nil,Nil,,0.0,63.92,0,1
721,Role,NIL,Nil,Nil,,0.0,34.04,7,4
7215,Iain Floyd,Tier 2,Tier 5,Tier 5,74.95,18.04,69.0,37,4
722,Furbabies First Aid,NIL,Nil,Nil,,0.0,165.33,0,3
7221,Scarborough College,High Value,Tier 2,Tier 2,5.79,1542.31,5025.58,3969,4
7225,Pathhead Christmas Lights,Tier 3,Tier 4,Tier 4,31.69,183.69,525.52,306,4
7226,Amnesty UK,NIL,Nil,Nil,,0.0,6.29,0,1
7227,Leeds University RL OBOG,Tier 3,Tier 3,Tier 4,26.71,232.04,794.46,118,4
7228,Janet Holt,NIL,Nil,Nil,,0.0,270.21,0,2
7229,York City Baths Club,Tier 3,Tier 5,Tier 5,53.23,63.71,189.92,190,4
723,The Montes Method,NIL,Nil,Nil,,0.0,56.71,0,1
7232,MHS Dance,Tier 3,Tier 4,Tier 4,35.91,152.58,405.53,403,4
7233,Goodwin Talent Agency,NIL,Nil,Nil,,0.0,7.29,0,1
7235,CurrockCC,Tier 3,Tier 4,Tier 4,45.56,72.95,456.28,272,4
7236,Elizabeth Wallis - Outdoor Activities,NIL,Nil,Nil,,0.0,0.0,0,1
7238,Watchtree Nature Reserve,Tier 4,Tier 3,Tier 3,17.6,381.88,1623.06,511,4
7239,Keith Partridge,Tier 3,Tier 4,Tier 4,44.25,79.87,460.15,220,4
724,JRB Wilson & Sons,NIL,Nil,Nil,,0.0,0.0,0,1
7240,RamJam Promotions,NIL,Nil,Nil,,0.0,12.65,0,1
7244,MarchesMusical,Tier 4,Tier 3,Tier 3,21.56,295.83,1169.08,724,4
7245,The Hertfordshire Event Planners,NIL,Nil,Nil,,0.0,14.67,0,1
725,Understanding Animals,Tier 4,Tier 3,Tier 3,20.18,236.66,1682.37,95,9
7251,Heathers  Northampton.,NIL,Nil,Nil,,0.0,0.0,0,2
7252,Douai Society,Tier 3,Tier 5,Tier 5,55.44,45.92,317.79,19,3
7253,Bexley Grammar School,Tier 4,Tier 2,Tier 2,9.59,886.26,3051.11,2145,4
726,Rebel King Promotions,NIL,Nil,Nil,,0.0,1648.6,0,4
7260,maid in scotland,NIL,Nil,Nil,,0.0,4.87,0,1
7262,Bernadine Soul School Of Dance,Tier 4,Tier 2,Tier 2,11.82,681.28,2514.71,797,4
7265,Destination Coventry,NIL,Nil,Nil,,0.0,0.0,0,2
7266,AF Events,NIL,Nil,Nil,,0.0,344.17,0,1
7268,Penelope Silver - The Reiki One,NIL,Nil,Nil,,11.5,11.5,4,1
727,Churches Conservation Trust Lancaster Priory Concert,NIL,Nil,Nil,,0.0,4.54,0,1
7272,Ysgol Llanfyllin,NIL,Nil,Nil,,0.0,223.54,0,1
7273,Langmere Lamb,Tier 3,Tier 4,Tier 4,49.83,89.38,181.92,264,3
7274,Caroline Butler School of Dance,NIL,Nil,Nil,,0.0,330.62,0,2
7275,Jaguar Spares Day,NIL,Nil,Nil,,0.0,238.78,0,1
7277,Pop Up Learning,NIL,Nil,Nil,,0.0,54.21,0,1
7278,Sabiha Bari,NIL,Nil,Nil,,0.0,0.0,0,1
728,SPJ Parents Group,NIL,Nil,Nil,,0.0,209.58,0,2
7280,Brushwood PTA,NIL,Nil,Nil,,0.0,230.33,0,1
7282,Caerau Ely Afc,Tier 4,Tier 4,Tier 4,30.57,237.21,490.81,671,3
7283,New Family Social,Tier 4,Tier 3,Tier 3,17.49,412.5,1376.25,645,4
7284,Bartholomew Players,Tier 4,Tier 3,Tier 3,24.12,292.46,745.92,412,4
7286,Thames Valley HOG,Tier 3,Free,Free,,0.0,414.75,303,4
7289,Upper Dales Community Partnership t/a Little White Bus,Tier 4,Tier 3,Tier 3,17.29,496.07,1063.08,1054,4
729,Nottingham High Infant & Junior School,NIL,Nil,Nil,,0.0,11.96,0,3
7291,King Solomon High School,NIL,Nil,Nil,,0.0,0.25,0,1
7293,Anglican Network in Europe,NIL,Nil,Nil,,0.0,0.0,0,2
7299,St Andrews PTA,NIL,Nil,Nil,,0.0,433.81,0,2
73,Cedars Theatre Company,NIL,Nil,Nil,,0.0,19.58,0,1
730,Westfield Farm - Open Farm,NIL,Nil,Nil,,0.0,0.0,0,3
7301,Doggy Adventures Ltd,Tier 2,Tier 5,Tier 5,68.0,24.71,140.54,11,3
7303,Joanna Gilbert,NIL,Nil,Nil,,0.0,952.62,0,2
7305,Girlguiding,Tier 2,Free,Free,,0.0,0.0,79,3
7308,Alienor,NIL,Nil,Nil,,0.0,0.0,0,1
731,Trek And Tuck,NIL,Nil,Nil,,0.0,18.37,0,2
7310,Blackburn & Darwen Band,Tier 4,Tier 4,Tier 4,27.15,212.27,860.27,679,4
7311,Thatplannergirl,NIL,Nil,Nil,,0.0,81.46,0,1
7314,Save Ruskin's View,NIL,Nil,Nil,,0.0,382.83,0,2
7315,RSUK,NIL,Nil,Nil,,0.0,5.0,0,1
7317,Centre for the New Midlands,Tier 4,Tier 4,Tier 4,47.8,102.5,158.75,1101,4
732,Barnwell School Expressive Arts,Tier 4,Tier 3,Tier 3,15.74,401.98,1277.66,1117,8
7320,North Yorkshire Rope,NIL,Nil,Nil,,0.0,177.43,0,2
7322,Table Tennis,Tier 4,Tier 3,Tier 3,17.53,455.05,1166.24,1032,4
7325,Account Deleted,NIL,Nil,Nil,,0.0,803.37,0,1
7326,Shrewsbury House Association,NIL,Nil,Nil,,0.0,93.28,0,1
7328,Brentwood School,Key Account,Tier 2,Tier 2,4.97,1940.58,6001.66,6427,4
7329,Penguin Events,NIL,Nil,Nil,,0.0,789.46,0,1
7330,Canterbury Cider,Tier 2,Tier 5,Tier 5,73.19,17.5,91.12,32,4
7331,Farringtons Parents Association,NIL,Nil,Nil,,0.0,36.75,0,1
7333,Creation Mill CIC,NIL,Nil,Nil,,0.0,5.54,0,1
7336,Kelmarsh Hall,Tier 3,Tier 5,Tier 5,50.93,35.25,1194.46,148,3
7337,Supper by sanah,NIL,Nil,Nil,,0.0,3.25,0,1
734,Whole In 1 Golf Events,NIL,Nil,Nil,,0.0,0.0,0,1
7340,Scotland's Gardens scheme,Tier 4,Tier 2,Tier 2,11.84,534.16,3985.44,1448,4
7343,The Works Cycling Specialist,NIL,Nil,Nil,,0.0,0.0,0,1
7346,Helen Sayer,NIL,Nil,Nil,,0.0,70.21,0,1
7350,Friends of St Andrew's School,NIL,Nil,Nil,,0.0,82.04,0,2
7353,Downside School,Tier 4,Tier 3,Tier 3,18.03,482.22,979.85,1007,4
7356,West Buckland School PA,Tier 2,Tier 5,Tier 5,65.69,34.0,126.67,17,3
7357,Dolly Tribute Night,NIL,Nil,Nil,,0.0,88.17,0,1
7358,Sally Holden,NIL,Nil,Nil,,0.0,0.0,0,2
7359,Dunottar School PTA,Tier 3,Tier 4,Tier 4,27.25,194.22,1026.52,349,4
736,Year 7 leavers party,NIL,Nil,Nil,,0.0,10.83,0,1
7365,Keswick Half Marathon,Tier 4,Tier 2,Tier 2,11.75,794.13,2909.85,711,3
7366,campervan66,Tier 4,Tier 3,Tier 3,12.82,597.17,2354.88,487,4
7370,Rawstorne Singers,Tier 1,Tier 5,Tier 5,78.03,15.46,53.46,17,4
7372,St Piran's Society,Tier 4,Tier 2,Tier 2,9.45,925.0,2883.75,1680,4
7373,FOSS,NIL,Nil,Nil,,0.0,27.33,0,1
7374,The Millie Wright Children's Charity,Tier 3,Tier 4,Tier 4,37.28,121.83,514.94,190,4
7375,Stafford Grammar School,NIL,Nil,Nil,,0.0,0.0,0,1
7378,Marathi Mandal Reading,NIL,Nil,Nil,,0.0,0.0,0,1
7379,Sort Your Shizzle Out Support Group,NIL,Nil,Nil,,0.0,3.79,0,1
738,Saltburn Inspired,Tier 4,Tier 3,Tier 3,22.96,336.18,723.07,631,4
7381,Amnesty Reading,NIL,Nil,Nil,,0.0,42.0,0,1
7383,Lancashire Music Service,High Value,Tier 2,Tier 2,8.34,1445.2,2214.52,3955,4
7387,Bolton Lads & Girls Club,Tier 4,Tier 3,Tier 3,25.18,289.38,646.42,403,4
7389,Salesian College,Tier 4,Tier 3,Tier 3,25.57,237.12,947.21,1559,4
7394,GASS,NIL,Nil,Nil,,0.0,19.67,0,1
7395,Headteacherchat,Tier 4,Tier 5,Tier 5,61.33,68.12,68.12,797,3
7396,The Toy Club,NIL,Nil,Nil,,0.0,31.43,0,1
7398,Experience Guildford,Tier 1,Free,Free,,0.0,0.0,18,3
